data_object,initial_completeness,technique_completeness,ml_algorithm,final_ml_value
electricity-normalized_nswprice,0.50005,impute_standard,LogisticRegression,0.6917536971629173
electricity-normalized_nswprice,0.50005,impute_mean,LogisticRegression,0.7092220088562019
electricity-normalized_nswprice,0.50005,impute_median,LogisticRegression,0.7055261681122929
electricity-normalized_nswprice,0.50005,impute_random,LogisticRegression,0.6942784459674911
electricity-normalized_nswprice,0.50005,impute_knn,LogisticRegression,0.7166055706426114
electricity-normalized_nswprice,0.50005,impute_mice,LogisticRegression,0.710404448673446
electricity-normalized_nswprice,0.50005,impute_linear_regression,LogisticRegression,0.7104338569720144
electricity-normalized_nswprice,0.50005,impute_random_forest,LogisticRegression,0.7362505890550395
electricity-normalized_nswprice,0.50005,impute_cmeans,LogisticRegression,0.7078582698496162
electricity-normalized_nswprice,0.50005,impute_standard,KNN,0.7716832954505249
electricity-normalized_nswprice,0.50005,impute_mean,KNN,0.7739078285205591
electricity-normalized_nswprice,0.50005,impute_median,KNN,0.7734706975804437
electricity-normalized_nswprice,0.50005,impute_random,KNN,0.7546984327917442
electricity-normalized_nswprice,0.50005,impute_knn,KNN,0.7833528893436708
electricity-normalized_nswprice,0.50005,impute_mice,KNN,0.7762110333793725
electricity-normalized_nswprice,0.50005,impute_linear_regression,KNN,0.7762219431676286
electricity-normalized_nswprice,0.50005,impute_random_forest,KNN,0.8137563485585215
electricity-normalized_nswprice,0.50005,impute_cmeans,KNN,0.774174806303417
electricity-normalized_nswprice,0.50005,impute_standard,RandomForest,0.8591357786264087
electricity-normalized_nswprice,0.50005,impute_mean,RandomForest,0.8590178069136508
electricity-normalized_nswprice,0.50005,impute_median,RandomForest,0.8595427648005126
electricity-normalized_nswprice,0.50005,impute_random,RandomForest,0.840851310030764
electricity-normalized_nswprice,0.50005,impute_knn,RandomForest,0.8528480374713272
electricity-normalized_nswprice,0.50005,impute_mice,RandomForest,0.8547672350439153
electricity-normalized_nswprice,0.50005,impute_linear_regression,RandomForest,0.8546716645139824
electricity-normalized_nswprice,0.50005,impute_random_forest,RandomForest,0.8736378600608321
electricity-normalized_nswprice,0.50005,impute_cmeans,RandomForest,0.8567267903225622
electricity-normalized_nswprice,0.50005,impute_standard,AdaBoost,0.7607502196332396
electricity-normalized_nswprice,0.50005,impute_mean,AdaBoost,0.7594247878016361
electricity-normalized_nswprice,0.50005,impute_median,AdaBoost,0.7591765270177927
electricity-normalized_nswprice,0.50005,impute_random,AdaBoost,0.7477218955372756
electricity-normalized_nswprice,0.50005,impute_knn,AdaBoost,0.7677894804032571
electricity-normalized_nswprice,0.50005,impute_mice,AdaBoost,0.7564236738296036
electricity-normalized_nswprice,0.50005,impute_linear_regression,AdaBoost,0.7568160975634792
electricity-normalized_nswprice,0.50005,impute_random_forest,AdaBoost,0.7893275861928661
electricity-normalized_nswprice,0.50005,impute_cmeans,AdaBoost,0.7591168893535117
electricity-normalized_nswprice,0.50005,impute_standard,SVC,0.4981445832212379
electricity-normalized_nswprice,0.50005,impute_mean,SVC,0.4848508810785189
electricity-normalized_nswprice,0.50005,impute_median,SVC,0.4834495467920673
electricity-normalized_nswprice,0.50005,impute_random,SVC,0.4860582638905578
electricity-normalized_nswprice,0.50005,impute_knn,SVC,0.5012313443901003
electricity-normalized_nswprice,0.50005,impute_mice,SVC,0.486355931520423
electricity-normalized_nswprice,0.50005,impute_linear_regression,SVC,0.4937392484434474
electricity-normalized_nswprice,0.50005,impute_random_forest,SVC,0.4949700517803256
electricity-normalized_nswprice,0.50005,impute_cmeans,SVC,0.4877982396286308
electricity-normalized_nswprice,0.45105,impute_standard,DecisionTree,0.8236228335894649
electricity-normalized_nswprice,0.45105,impute_mean,DecisionTree,0.8220126989919596
electricity-normalized_nswprice,0.45105,impute_median,DecisionTree,0.8236356741470556
electricity-normalized_nswprice,0.45105,impute_random,DecisionTree,0.7961822797641346
electricity-normalized_nswprice,0.45105,impute_knn,DecisionTree,0.8116334745380656
electricity-normalized_nswprice,0.45105,impute_mice,DecisionTree,0.8141132071368011
electricity-normalized_nswprice,0.45105,impute_linear_regression,DecisionTree,0.8139271438106213
electricity-normalized_nswprice,0.45105,impute_random_forest,DecisionTree,0.8430963534666971
electricity-normalized_nswprice,0.45105,impute_cmeans,DecisionTree,0.8167108842866309
electricity-normalized_nswprice,0.45105,impute_standard,LogisticRegression,0.6937417593300185
electricity-normalized_nswprice,0.45105,impute_mean,LogisticRegression,0.7131069397974095
electricity-normalized_nswprice,0.45105,impute_median,LogisticRegression,0.7087609923761263
electricity-normalized_nswprice,0.45105,impute_random,LogisticRegression,0.6961551554649525
electricity-normalized_nswprice,0.45105,impute_knn,LogisticRegression,0.7209655623651907
electricity-normalized_nswprice,0.45105,impute_mice,LogisticRegression,0.7140670446500452
electricity-normalized_nswprice,0.45105,impute_linear_regression,LogisticRegression,0.714078132315934
electricity-normalized_nswprice,0.45105,impute_random_forest,LogisticRegression,0.7378530675285323
electricity-normalized_nswprice,0.45105,impute_cmeans,LogisticRegression,0.711721793024396
electricity-normalized_nswprice,0.45105,impute_standard,KNN,0.7754703460992312
electricity-normalized_nswprice,0.45105,impute_mean,KNN,0.7776274226114857
electricity-normalized_nswprice,0.45105,impute_median,KNN,0.7774895888572472
electricity-normalized_nswprice,0.45105,impute_random,KNN,0.7607647914055896
electricity-normalized_nswprice,0.45105,impute_knn,KNN,0.7878765660147321
electricity-normalized_nswprice,0.45105,impute_mice,KNN,0.780073118708562
electricity-normalized_nswprice,0.45105,impute_linear_regression,KNN,0.7800877275049567
electricity-normalized_nswprice,0.45105,impute_random_forest,KNN,0.8149384431428462
electricity-normalized_nswprice,0.45105,impute_cmeans,KNN,0.778123368955172
electricity-normalized_nswprice,0.45105,impute_standard,RandomForest,0.8613984117272223
electricity-normalized_nswprice,0.45105,impute_mean,RandomForest,0.8615580905307565
electricity-normalized_nswprice,0.45105,impute_median,RandomForest,0.8627045742158337
electricity-normalized_nswprice,0.45105,impute_random,RandomForest,0.8432046684306537
electricity-normalized_nswprice,0.45105,impute_knn,RandomForest,0.8570704270976196
electricity-normalized_nswprice,0.45105,impute_mice,RandomForest,0.8576446213587597
electricity-normalized_nswprice,0.45105,impute_linear_regression,RandomForest,0.8574735775010771
electricity-normalized_nswprice,0.45105,impute_random_forest,RandomForest,0.8760369132708601
electricity-normalized_nswprice,0.45105,impute_cmeans,RandomForest,0.8593091889393687
electricity-normalized_nswprice,0.45105,impute_standard,AdaBoost,0.7634935264872271
electricity-normalized_nswprice,0.45105,impute_mean,AdaBoost,0.7630616899123999
electricity-normalized_nswprice,0.45105,impute_median,AdaBoost,0.762350047772498
electricity-normalized_nswprice,0.45105,impute_random,AdaBoost,0.748625240904005
electricity-normalized_nswprice,0.45105,impute_knn,AdaBoost,0.7707731191820886
electricity-normalized_nswprice,0.45105,impute_mice,AdaBoost,0.7584648046771225
electricity-normalized_nswprice,0.45105,impute_linear_regression,AdaBoost,0.7586036041422587
electricity-normalized_nswprice,0.45105,impute_random_forest,AdaBoost,0.7917115300269278
electricity-normalized_nswprice,0.45105,impute_cmeans,AdaBoost,0.7617419274077709
electricity-normalized_nswprice,0.45105,impute_standard,SVC,0.5172382875454937
electricity-normalized_nswprice,0.45105,impute_mean,SVC,0.4816083614234975
electricity-normalized_nswprice,0.45105,impute_median,SVC,0.4796500624680558
electricity-normalized_nswprice,0.45105,impute_random,SVC,0.4849137542447766
electricity-normalized_nswprice,0.45105,impute_knn,SVC,0.4895391254393537
electricity-normalized_nswprice,0.45105,impute_mice,SVC,0.4872619192257732
electricity-normalized_nswprice,0.45105,impute_linear_regression,SVC,0.4876273713023613
electricity-normalized_nswprice,0.45105,impute_random_forest,SVC,0.5298870032852007
electricity-normalized_nswprice,0.45105,impute_cmeans,SVC,0.482773693008996
electricity-normalized_nswprice,0.3996999999999999,impute_standard,DecisionTree,0.8273256349385727
electricity-normalized_nswprice,0.3996999999999999,impute_mean,DecisionTree,0.8250839433404836
electricity-normalized_nswprice,0.3996999999999999,impute_median,DecisionTree,0.8278837240006395
electricity-normalized_nswprice,0.3996999999999999,impute_random,DecisionTree,0.8005220672726696
electricity-normalized_nswprice,0.3996999999999999,impute_knn,DecisionTree,0.8162948852275742
electricity-normalized_nswprice,0.3996999999999999,impute_mice,DecisionTree,0.8187747308541986
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,DecisionTree,0.8185601036850014
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,DecisionTree,0.8485593826865053
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,DecisionTree,0.8233693169540268
electricity-normalized_nswprice,0.3996999999999999,impute_standard,LogisticRegression,0.6964867419296716
electricity-normalized_nswprice,0.3996999999999999,impute_mean,LogisticRegression,0.7163049990855
electricity-normalized_nswprice,0.3996999999999999,impute_median,LogisticRegression,0.7101081231457372
electricity-normalized_nswprice,0.3996999999999999,impute_random,LogisticRegression,0.698559146666212
electricity-normalized_nswprice,0.3996999999999999,impute_knn,LogisticRegression,0.7247354458312081
electricity-normalized_nswprice,0.3996999999999999,impute_mice,LogisticRegression,0.717397863988425
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,LogisticRegression,0.7173999509435628
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,LogisticRegression,0.7393288651638754
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,LogisticRegression,0.7138037553315526
electricity-normalized_nswprice,0.3996999999999999,impute_standard,KNN,0.7790200211829406
electricity-normalized_nswprice,0.3996999999999999,impute_mean,KNN,0.7811746980624226
electricity-normalized_nswprice,0.3996999999999999,impute_median,KNN,0.7805117656374484
electricity-normalized_nswprice,0.3996999999999999,impute_random,KNN,0.7644916005473519
electricity-normalized_nswprice,0.3996999999999999,impute_knn,KNN,0.7925011257572487
electricity-normalized_nswprice,0.3996999999999999,impute_mice,KNN,0.7842296335109166
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,KNN,0.7842441345543085
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,KNN,0.8168417298448494
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,KNN,0.7816871871085255
electricity-normalized_nswprice,0.3996999999999999,impute_standard,RandomForest,0.8636723989638379
electricity-normalized_nswprice,0.3996999999999999,impute_mean,RandomForest,0.8639324468643214
electricity-normalized_nswprice,0.3996999999999999,impute_median,RandomForest,0.8648009110912542
electricity-normalized_nswprice,0.3996999999999999,impute_random,RandomForest,0.8464899692702623
electricity-normalized_nswprice,0.3996999999999999,impute_knn,RandomForest,0.8609033320616112
electricity-normalized_nswprice,0.3996999999999999,impute_mice,RandomForest,0.8608242056118067
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,RandomForest,0.860598154485088
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,RandomForest,0.8793006890009439
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,RandomForest,0.8628367159681427
electricity-normalized_nswprice,0.3996999999999999,impute_standard,AdaBoost,0.7661563739304065
electricity-normalized_nswprice,0.3996999999999999,impute_mean,AdaBoost,0.7649745063379353
electricity-normalized_nswprice,0.3996999999999999,impute_median,AdaBoost,0.7645907759018657
electricity-normalized_nswprice,0.3996999999999999,impute_random,AdaBoost,0.7518241984441224
electricity-normalized_nswprice,0.3996999999999999,impute_knn,AdaBoost,0.7741710302957175
electricity-normalized_nswprice,0.3996999999999999,impute_mice,AdaBoost,0.761376897240834
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,AdaBoost,0.7618611776163555
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,AdaBoost,0.7938775134112481
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,AdaBoost,0.7636507329434321
electricity-normalized_nswprice,0.3996999999999999,impute_standard,SVC,0.5095023197112848
electricity-normalized_nswprice,0.3996999999999999,impute_mean,SVC,0.4864047276447488
electricity-normalized_nswprice,0.3996999999999999,impute_median,SVC,0.4868657832413585
electricity-normalized_nswprice,0.3996999999999999,impute_random,SVC,0.4803300844910412
electricity-normalized_nswprice,0.3996999999999999,impute_knn,SVC,0.4847362989342782
electricity-normalized_nswprice,0.3996999999999999,impute_mice,SVC,0.5070761064886201
electricity-normalized_nswprice,0.3996999999999999,impute_linear_regression,SVC,0.5094555045194342
electricity-normalized_nswprice,0.3996999999999999,impute_random_forest,SVC,0.498995034485215
electricity-normalized_nswprice,0.3996999999999999,impute_cmeans,SVC,0.4880960735155054
electricity-normalized_nswprice,0.34975,impute_standard,DecisionTree,0.8304969686622045
electricity-normalized_nswprice,0.34975,impute_mean,DecisionTree,0.8294345323175302
electricity-normalized_nswprice,0.34975,impute_median,DecisionTree,0.8312566607647145
electricity-normalized_nswprice,0.34975,impute_random,DecisionTree,0.8022545915759594
electricity-normalized_nswprice,0.34975,impute_knn,DecisionTree,0.8231063913349059
electricity-normalized_nswprice,0.34975,impute_mice,DecisionTree,0.8231979940227476
electricity-normalized_nswprice,0.34975,impute_linear_regression,DecisionTree,0.8230620866165754
electricity-normalized_nswprice,0.34975,impute_random_forest,DecisionTree,0.8521835119942839
electricity-normalized_nswprice,0.34975,impute_cmeans,DecisionTree,0.8264729423888468
electricity-normalized_nswprice,0.34975,impute_standard,LogisticRegression,0.6974344665049965
electricity-normalized_nswprice,0.34975,impute_mean,LogisticRegression,0.7196241082793321
electricity-normalized_nswprice,0.34975,impute_median,LogisticRegression,0.7129061546112081
electricity-normalized_nswprice,0.34975,impute_random,LogisticRegression,0.7029700157707127
electricity-normalized_nswprice,0.34975,impute_knn,LogisticRegression,0.7288384845247975
electricity-normalized_nswprice,0.34975,impute_mice,LogisticRegression,0.7217763771980874
electricity-normalized_nswprice,0.34975,impute_linear_regression,LogisticRegression,0.7218381345014432
electricity-normalized_nswprice,0.34975,impute_random_forest,LogisticRegression,0.7411309545561459
electricity-normalized_nswprice,0.34975,impute_cmeans,LogisticRegression,0.7171168558939536
electricity-normalized_nswprice,0.34975,impute_standard,KNN,0.7847262918746722
electricity-normalized_nswprice,0.34975,impute_mean,KNN,0.7862966957983827
electricity-normalized_nswprice,0.34975,impute_median,KNN,0.7858454254776253
electricity-normalized_nswprice,0.34975,impute_random,KNN,0.7725804357132168
electricity-normalized_nswprice,0.34975,impute_knn,KNN,0.7979341094814322
electricity-normalized_nswprice,0.34975,impute_mice,KNN,0.7893530435103849
electricity-normalized_nswprice,0.34975,impute_linear_regression,KNN,0.7893589231171386
electricity-normalized_nswprice,0.34975,impute_random_forest,KNN,0.8192683556263272
electricity-normalized_nswprice,0.34975,impute_cmeans,KNN,0.7867648720094679
electricity-normalized_nswprice,0.34975,impute_standard,RandomForest,0.8666553339278995
electricity-normalized_nswprice,0.34975,impute_mean,RandomForest,0.8677491701448167
electricity-normalized_nswprice,0.34975,impute_median,RandomForest,0.868292769540493
electricity-normalized_nswprice,0.34975,impute_random,RandomForest,0.8523642800596649
electricity-normalized_nswprice,0.34975,impute_knn,RandomForest,0.8658143704685844
electricity-normalized_nswprice,0.34975,impute_mice,RandomForest,0.8654389918972942
electricity-normalized_nswprice,0.34975,impute_linear_regression,RandomForest,0.8648377877198538
electricity-normalized_nswprice,0.34975,impute_random_forest,RandomForest,0.8819118384332533
electricity-normalized_nswprice,0.34975,impute_cmeans,RandomForest,0.8659151802515028
electricity-normalized_nswprice,0.34975,impute_standard,AdaBoost,0.7687156074103294
electricity-normalized_nswprice,0.34975,impute_mean,AdaBoost,0.767560887472517
electricity-normalized_nswprice,0.34975,impute_median,AdaBoost,0.7673319761104812
electricity-normalized_nswprice,0.34975,impute_random,AdaBoost,0.7566725165028756
electricity-normalized_nswprice,0.34975,impute_knn,AdaBoost,0.7774154862811006
electricity-normalized_nswprice,0.34975,impute_mice,AdaBoost,0.764331899183284
electricity-normalized_nswprice,0.34975,impute_linear_regression,AdaBoost,0.7647891368326134
electricity-normalized_nswprice,0.34975,impute_random_forest,AdaBoost,0.7956633688674093
electricity-normalized_nswprice,0.34975,impute_cmeans,AdaBoost,0.7664789207432974
electricity-normalized_nswprice,0.34975,impute_standard,SVC,0.5004015151433958
electricity-normalized_nswprice,0.34975,impute_mean,SVC,0.4847234694170186
electricity-normalized_nswprice,0.34975,impute_median,SVC,0.4776995752895691
electricity-normalized_nswprice,0.34975,impute_random,SVC,0.4876534827020677
electricity-normalized_nswprice,0.34975,impute_knn,SVC,0.5100581805304956
electricity-normalized_nswprice,0.34975,impute_mice,SVC,0.4908155148052822
electricity-normalized_nswprice,0.34975,impute_linear_regression,SVC,0.4946870967718498
electricity-normalized_nswprice,0.34975,impute_random_forest,SVC,0.516158044459936
electricity-normalized_nswprice,0.34975,impute_cmeans,SVC,0.490817132030136
electricity-normalized_nswprice,0.2996,impute_standard,DecisionTree,0.8346121352395832
electricity-normalized_nswprice,0.2996,impute_mean,DecisionTree,0.8356207918229293
electricity-normalized_nswprice,0.2996,impute_median,DecisionTree,0.8363219437577132
electricity-normalized_nswprice,0.2996,impute_random,DecisionTree,0.8091040824286442
electricity-normalized_nswprice,0.2996,impute_knn,DecisionTree,0.8309721815378477
electricity-normalized_nswprice,0.2996,impute_mice,DecisionTree,0.8304152775248508
electricity-normalized_nswprice,0.2996,impute_linear_regression,DecisionTree,0.8296737222747427
electricity-normalized_nswprice,0.2996,impute_random_forest,DecisionTree,0.8568458423213452
electricity-normalized_nswprice,0.2996,impute_cmeans,DecisionTree,0.8323146574859492
electricity-normalized_nswprice,0.2996,impute_standard,LogisticRegression,0.7016487534636262
electricity-normalized_nswprice,0.2996,impute_mean,LogisticRegression,0.7223415798495663
electricity-normalized_nswprice,0.2996,impute_median,LogisticRegression,0.717428267665611
electricity-normalized_nswprice,0.2996,impute_random,LogisticRegression,0.7058910340193872
electricity-normalized_nswprice,0.2996,impute_knn,LogisticRegression,0.731824922237263
electricity-normalized_nswprice,0.2996,impute_mice,LogisticRegression,0.724902886443661
electricity-normalized_nswprice,0.2996,impute_linear_regression,LogisticRegression,0.7248910264311094
electricity-normalized_nswprice,0.2996,impute_random_forest,LogisticRegression,0.743816211060791
electricity-normalized_nswprice,0.2996,impute_cmeans,LogisticRegression,0.7199935688580249
electricity-normalized_nswprice,0.2996,impute_standard,KNN,0.7887207165944903
electricity-normalized_nswprice,0.2996,impute_mean,KNN,0.7910754605705812
electricity-normalized_nswprice,0.2996,impute_median,KNN,0.7901511574687258
electricity-normalized_nswprice,0.2996,impute_random,KNN,0.7795987680481121
electricity-normalized_nswprice,0.2996,impute_knn,KNN,0.8027072693735773
electricity-normalized_nswprice,0.2996,impute_mice,KNN,0.7936851928403539
electricity-normalized_nswprice,0.2996,impute_linear_regression,KNN,0.793699003744543
electricity-normalized_nswprice,0.2996,impute_random_forest,KNN,0.821037648853006
electricity-normalized_nswprice,0.2996,impute_cmeans,KNN,0.7909888183878174
electricity-normalized_nswprice,0.2996,impute_standard,RandomForest,0.8702397043010841
electricity-normalized_nswprice,0.2996,impute_mean,RandomForest,0.8709485401797917
electricity-normalized_nswprice,0.2996,impute_median,RandomForest,0.8718576723144557
electricity-normalized_nswprice,0.2996,impute_random,RandomForest,0.8572255550832372
electricity-normalized_nswprice,0.2996,impute_knn,RandomForest,0.8692116843271909
electricity-normalized_nswprice,0.2996,impute_mice,RandomForest,0.8685138701154012
electricity-normalized_nswprice,0.2996,impute_linear_regression,RandomForest,0.8679334206124403
electricity-normalized_nswprice,0.2996,impute_random_forest,RandomForest,0.8850223978103626
electricity-normalized_nswprice,0.2996,impute_cmeans,RandomForest,0.8699517428950478
electricity-normalized_nswprice,0.2996,impute_standard,AdaBoost,0.7709016281487616
electricity-normalized_nswprice,0.2996,impute_mean,AdaBoost,0.7702997686614284
electricity-normalized_nswprice,0.2996,impute_median,AdaBoost,0.7698070382871668
electricity-normalized_nswprice,0.2996,impute_random,AdaBoost,0.7591089877425444
electricity-normalized_nswprice,0.2996,impute_knn,AdaBoost,0.7813547193127967
electricity-normalized_nswprice,0.2996,impute_mice,AdaBoost,0.7687171525285093
electricity-normalized_nswprice,0.2996,impute_linear_regression,AdaBoost,0.768359522543544
electricity-normalized_nswprice,0.2996,impute_random_forest,AdaBoost,0.7990018570250125
electricity-normalized_nswprice,0.2996,impute_cmeans,AdaBoost,0.7687911622380179
electricity-normalized_nswprice,0.2996,impute_standard,SVC,0.5046981172014839
electricity-normalized_nswprice,0.2996,impute_mean,SVC,0.4942562925528782
electricity-normalized_nswprice,0.2996,impute_median,SVC,0.4901042307763739
electricity-normalized_nswprice,0.2996,impute_random,SVC,0.4765555973850298
electricity-normalized_nswprice,0.2996,impute_knn,SVC,0.5005898791648568
electricity-normalized_nswprice,0.2996,impute_mice,SVC,0.4871245380252205
electricity-normalized_nswprice,0.2996,impute_linear_regression,SVC,0.4880378982584662
electricity-normalized_nswprice,0.2996,impute_random_forest,SVC,0.507261924138854
electricity-normalized_nswprice,0.2996,impute_cmeans,SVC,0.4907306805697595
electricity-normalized_nswprice,0.2498875,impute_standard,DecisionTree,0.8383424459335845
electricity-normalized_nswprice,0.2498875,impute_mean,DecisionTree,0.8386312109917309
electricity-normalized_nswprice,0.2498875,impute_median,DecisionTree,0.8400260016247716
electricity-normalized_nswprice,0.2498875,impute_random,DecisionTree,0.8165551283206729
electricity-normalized_nswprice,0.2498875,impute_knn,DecisionTree,0.8375749047302823
electricity-normalized_nswprice,0.2498875,impute_mice,DecisionTree,0.8339956443699904
electricity-normalized_nswprice,0.2498875,impute_linear_regression,DecisionTree,0.8333013254491497
electricity-normalized_nswprice,0.2498875,impute_random_forest,DecisionTree,0.859394289540092
electricity-normalized_nswprice,0.2498875,impute_cmeans,DecisionTree,0.8368394006956221
electricity-normalized_nswprice,0.2498875,impute_standard,LogisticRegression,0.7036968769639531
electricity-normalized_nswprice,0.2498875,impute_mean,LogisticRegression,0.7258068434413395
electricity-normalized_nswprice,0.2498875,impute_median,LogisticRegression,0.7209636985579962
electricity-normalized_nswprice,0.2498875,impute_random,LogisticRegression,0.7105988407597782
electricity-normalized_nswprice,0.2498875,impute_knn,LogisticRegression,0.7357064560122776
electricity-normalized_nswprice,0.2498875,impute_mice,LogisticRegression,0.729579245999296
electricity-normalized_nswprice,0.2498875,impute_linear_regression,LogisticRegression,0.7295546978924086
electricity-normalized_nswprice,0.2498875,impute_random_forest,LogisticRegression,0.7455051225447566
electricity-normalized_nswprice,0.2498875,impute_cmeans,LogisticRegression,0.7238103113570509
electricity-normalized_nswprice,0.2498875,impute_standard,KNN,0.7950768268938435
electricity-normalized_nswprice,0.2498875,impute_mean,KNN,0.7967113158648058
electricity-normalized_nswprice,0.2498875,impute_median,KNN,0.7953667054573546
electricity-normalized_nswprice,0.2498875,impute_random,KNN,0.7878721842301404
electricity-normalized_nswprice,0.2498875,impute_knn,KNN,0.8082004885149531
electricity-normalized_nswprice,0.2498875,impute_mice,KNN,0.7997084516302874
electricity-normalized_nswprice,0.2498875,impute_linear_regression,KNN,0.79971953744872
electricity-normalized_nswprice,0.2498875,impute_random_forest,KNN,0.8225779218601276
electricity-normalized_nswprice,0.2498875,impute_cmeans,KNN,0.7971600453471647
electricity-normalized_nswprice,0.2498875,impute_standard,RandomForest,0.8743877349210147
electricity-normalized_nswprice,0.2498875,impute_mean,RandomForest,0.8748674480324289
electricity-normalized_nswprice,0.2498875,impute_median,RandomForest,0.8753399342973811
electricity-normalized_nswprice,0.2498875,impute_random,RandomForest,0.8635311198094823
electricity-normalized_nswprice,0.2498875,impute_knn,RandomForest,0.8746401518638902
electricity-normalized_nswprice,0.2498875,impute_mice,RandomForest,0.8724942758131056
electricity-normalized_nswprice,0.2498875,impute_linear_regression,RandomForest,0.8724055936280741
electricity-normalized_nswprice,0.2498875,impute_random_forest,RandomForest,0.8872023418742707
electricity-normalized_nswprice,0.2498875,impute_cmeans,RandomForest,0.8740324871019131
electricity-normalized_nswprice,0.2498875,impute_standard,AdaBoost,0.7746847168724046
electricity-normalized_nswprice,0.2498875,impute_mean,AdaBoost,0.7727657678021075
electricity-normalized_nswprice,0.2498875,impute_median,AdaBoost,0.7723934890752457
electricity-normalized_nswprice,0.2498875,impute_random,AdaBoost,0.7637445989163116
electricity-normalized_nswprice,0.2498875,impute_knn,AdaBoost,0.7864461123688409
electricity-normalized_nswprice,0.2498875,impute_mice,AdaBoost,0.7724643377664068
electricity-normalized_nswprice,0.2498875,impute_linear_regression,AdaBoost,0.7728676191449871
electricity-normalized_nswprice,0.2498875,impute_random_forest,AdaBoost,0.800185576818427
electricity-normalized_nswprice,0.2498875,impute_cmeans,AdaBoost,0.7723288800127115
electricity-normalized_nswprice,0.2498875,impute_standard,SVC,0.5320923408866418
electricity-normalized_nswprice,0.2498875,impute_mean,SVC,0.4864882092609452
electricity-normalized_nswprice,0.2498875,impute_median,SVC,0.5020526617567044
electricity-normalized_nswprice,0.2498875,impute_random,SVC,0.4818700217604647
electricity-normalized_nswprice,0.2498875,impute_knn,SVC,0.5062184712821377
electricity-normalized_nswprice,0.2498875,impute_mice,SVC,0.4841779396787248
electricity-normalized_nswprice,0.2498875,impute_linear_regression,SVC,0.4839406689237363
electricity-normalized_nswprice,0.2498875,impute_random_forest,SVC,0.4956163412938691
electricity-normalized_nswprice,0.2498875,impute_cmeans,SVC,0.4895717955812272
electricity-normalized_nswprice,0.2000249999999999,impute_standard,DecisionTree,0.8446111453874663
electricity-normalized_nswprice,0.2000249999999999,impute_mean,DecisionTree,0.8450529044416395
electricity-normalized_nswprice,0.2000249999999999,impute_median,DecisionTree,0.8459735567305077
electricity-normalized_nswprice,0.2000249999999999,impute_random,DecisionTree,0.8243587938834145
electricity-normalized_nswprice,0.2000249999999999,impute_knn,DecisionTree,0.8443944378660349
electricity-normalized_nswprice,0.2000249999999999,impute_mice,DecisionTree,0.8413198516229904
electricity-normalized_nswprice,0.2000249999999999,impute_linear_regression,DecisionTree,0.8410608603080416
electricity-normalized_nswprice,0.2000249999999999,impute_random_forest,DecisionTree,0.8645627161445087
electricity-normalized_nswprice,0.2000249999999999,impute_cmeans,DecisionTree,0.8432965656317127
electricity-normalized_nswprice,0.2000249999999999,impute_standard,LogisticRegression,0.7073518269009306
electricity-normalized_nswprice,0.2000249999999999,impute_mean,LogisticRegression,0.7297887446677123
electricity-normalized_nswprice,0.2000249999999999,impute_median,LogisticRegression,0.7280678351793889
electricity-normalized_nswprice,0.2000249999999999,impute_random,LogisticRegression,0.7158288864604331
electricity-normalized_nswprice,0.2000249999999999,impute_knn,LogisticRegression,0.7395063790274958
electricity-normalized_nswprice,0.2000249999999999,impute_mice,LogisticRegression,0.7342677461879302
electricity-normalized_nswprice,0.2000249999999999,impute_linear_regression,LogisticRegression,0.734267346836913
electricity-normalized_nswprice,0.2000249999999999,impute_random_forest,LogisticRegression,0.7474266641659468
electricity-normalized_nswprice,0.2000249999999999,impute_cmeans,LogisticRegression,0.7294451590852393
electricity-normalized_nswprice,0.2000249999999999,impute_standard,KNN,0.800527225417443
electricity-normalized_nswprice,0.2000249999999999,impute_mean,KNN,0.8018098034807263
electricity-normalized_nswprice,0.2000249999999999,impute_median,KNN,0.800638265092464
electricity-normalized_nswprice,0.2000249999999999,impute_random,KNN,0.7942688131031305
electricity-normalized_nswprice,0.2000249999999999,impute_knn,KNN,0.8125713080839398
electricity-normalized_nswprice,0.2000249999999999,impute_mice,KNN,0.8049306911267726
electricity-normalized_nswprice,0.2000249999999999,impute_linear_regression,KNN,0.8049019242882811
electricity-normalized_nswprice,0.2000249999999999,impute_random_forest,KNN,0.8245927817392943
electricity-normalized_nswprice,0.2000249999999999,impute_cmeans,KNN,0.8024431940630452
electricity-normalized_nswprice,0.2000249999999999,impute_standard,RandomForest,0.877790946298722
electricity-normalized_nswprice,0.2000249999999999,impute_mean,RandomForest,0.8779334350538455
