data_object,initial_completeness,technique_completeness,ml_algorithm,final_ml_value
default of credit card clients_x1,0.44965,impute_knn,SVC,0.4270206052096491
default of credit card clients_x1,0.44965,impute_mice,SVC,0.424802101907262
default of credit card clients_x1,0.44965,impute_linear_regression,SVC,0.4265466555552444
default of credit card clients_x1,0.44965,impute_random_forest,SVC,0.4287201903593302
default of credit card clients_x1,0.44965,impute_cmeans,SVC,0.41379144379168
default of credit card clients_x1,0.3985749999999999,impute_standard,KNN,0.7929705820655497
default of credit card clients_x1,0.3985749999999999,impute_mean,KNN,0.7931211635384735
default of credit card clients_x1,0.3985749999999999,impute_median,KNN,0.7933311789463439
default of credit card clients_x1,0.3985749999999999,impute_random,KNN,0.791218844799624
default of credit card clients_x1,0.3985749999999999,impute_knn,KNN,0.7924187955665682
default of credit card clients_x1,0.3985749999999999,impute_mice,KNN,0.7927471947328503
default of credit card clients_x1,0.3985749999999999,impute_linear_regression,KNN,0.7927595976974486
default of credit card clients_x1,0.3985749999999999,impute_random_forest,KNN,0.7920160593589207
default of credit card clients_x1,0.3985749999999999,impute_cmeans,KNN,0.7922225723331503
default of credit card clients_x1,0.3985749999999999,impute_standard,AdaBoost,0.791967704573396
default of credit card clients_x1,0.3985749999999999,impute_mean,AdaBoost,0.7922847298456027
default of credit card clients_x1,0.3985749999999999,impute_median,AdaBoost,0.792101810064133
default of credit card clients_x1,0.3985749999999999,impute_random,AdaBoost,0.7925483806218857
default of credit card clients_x1,0.3985749999999999,impute_knn,AdaBoost,0.7931689830596016
default of credit card clients_x1,0.3985749999999999,impute_mice,AdaBoost,0.7932962217223197
default of credit card clients_x1,0.3985749999999999,impute_linear_regression,AdaBoost,0.7932961860342499
default of credit card clients_x1,0.3985749999999999,impute_random_forest,AdaBoost,0.7928991950876664
default of credit card clients_x1,0.3985749999999999,impute_cmeans,AdaBoost,0.7926785396785249
default of credit card clients_x1,0.3985749999999999,impute_standard,SVC,0.4250999659387375
default of credit card clients_x1,0.3985749999999999,impute_mean,SVC,0.4308414906955665
default of credit card clients_x1,0.3985749999999999,impute_median,SVC,0.4338188070772997
default of credit card clients_x1,0.3985749999999999,impute_random,SVC,0.4420413837643787
default of credit card clients_x1,0.3985749999999999,impute_knn,SVC,0.435331853609732
default of credit card clients_x1,0.3985749999999999,impute_mice,SVC,0.4203835503624411
default of credit card clients_x1,0.3985749999999999,impute_linear_regression,SVC,0.4193047316078079
default of credit card clients_x1,0.3985749999999999,impute_random_forest,SVC,0.4439309244986956
default of credit card clients_x1,0.3985749999999999,impute_cmeans,SVC,0.4246255812850509
default of credit card clients_x1,0.349925,impute_standard,AdaBoost,0.7923009258270115
default of credit card clients_x1,0.349925,impute_mean,AdaBoost,0.7922971175708807
default of credit card clients_x1,0.349925,impute_median,AdaBoost,0.7917499842551672
default of credit card clients_x1,0.349925,impute_random,AdaBoost,0.7924144979745015
default of credit card clients_x1,0.349925,impute_knn,AdaBoost,0.7933105934765297
default of credit card clients_x1,0.349925,impute_mice,AdaBoost,0.7922902276843616
default of credit card clients_x1,0.349925,impute_linear_regression,AdaBoost,0.792367122323429
default of credit card clients_x1,0.349925,impute_random_forest,AdaBoost,0.7927995968611212
default of credit card clients_x1,0.349925,impute_cmeans,AdaBoost,0.7922611223985301
default of credit card clients_x1,0.349925,impute_standard,SVC,0.4163267390905882
default of credit card clients_x1,0.349925,impute_mean,SVC,0.4457196599689876
default of credit card clients_x1,0.349925,impute_median,SVC,0.4352228896654953
default of credit card clients_x1,0.349925,impute_random,SVC,0.4401172911040946
default of credit card clients_x1,0.349925,impute_knn,SVC,0.4501234366476764
default of credit card clients_x1,0.349925,impute_mice,SVC,0.4136343187547753
default of credit card clients_x1,0.349925,impute_linear_regression,SVC,0.4156876274945157
default of credit card clients_x1,0.349925,impute_random_forest,SVC,0.4638410081597348
default of credit card clients_x1,0.349925,impute_cmeans,SVC,0.4463185748045099
default of credit card clients_x1,0.300625,impute_standard,AdaBoost,0.7925159344997104
default of credit card clients_x1,0.300625,impute_mean,AdaBoost,0.792410521297745
default of credit card clients_x1,0.300625,impute_median,AdaBoost,0.7926597995434939
default of credit card clients_x1,0.300625,impute_random,AdaBoost,0.7921550831098703
default of credit card clients_x1,0.300625,impute_knn,AdaBoost,0.793864090718295
default of credit card clients_x1,0.300625,impute_mice,AdaBoost,0.7940417257324501
default of credit card clients_x1,0.300625,impute_linear_regression,AdaBoost,0.7939026190466065
default of credit card clients_x1,0.300625,impute_random_forest,AdaBoost,0.7924798680961445
default of credit card clients_x1,0.300625,impute_cmeans,AdaBoost,0.7925925316589477
default of credit card clients_x1,0.300625,impute_standard,SVC,0.4324906152462856
default of credit card clients_x1,0.300625,impute_mean,SVC,0.4435166734864969
default of credit card clients_x1,0.300625,impute_median,SVC,0.4468323143327599
default of credit card clients_x1,0.300625,impute_random,SVC,0.4254957971547096
default of credit card clients_x1,0.300625,impute_knn,SVC,0.4872896438095577
default of credit card clients_x1,0.300625,impute_mice,SVC,0.4419355025275334
default of credit card clients_x1,0.300625,impute_linear_regression,SVC,0.4596607550820819
default of credit card clients_x1,0.300625,impute_random_forest,SVC,0.4549759023367085
default of credit card clients_x1,0.300625,impute_cmeans,SVC,0.4743558959193931
default of credit card clients_x1,0.2497875,impute_standard,KNN,0.792324831695914
default of credit card clients_x1,0.2497875,impute_mean,KNN,0.792690240858946
default of credit card clients_x1,0.2497875,impute_median,KNN,0.7927932459335617
default of credit card clients_x1,0.2497875,impute_random,KNN,0.7917681355822641
default of credit card clients_x1,0.2497875,impute_knn,KNN,0.7923180986495046
default of credit card clients_x1,0.2497875,impute_mice,KNN,0.7922907807871287
default of credit card clients_x1,0.2497875,impute_linear_regression,KNN,0.7923213536731376
default of credit card clients_x1,0.2497875,impute_random_forest,KNN,0.7923301802726048
default of credit card clients_x1,0.2497875,impute_cmeans,KNN,0.7921449527407354
default of credit card clients_x1,0.2497875,impute_standard,AdaBoost,0.7926845216657465
default of credit card clients_x1,0.2497875,impute_mean,AdaBoost,0.7930306424601963
default of credit card clients_x1,0.2497875,impute_median,AdaBoost,0.7933771568893335
default of credit card clients_x1,0.2497875,impute_random,AdaBoost,0.7929878757201303
default of credit card clients_x1,0.2497875,impute_knn,AdaBoost,0.7930602171485576
default of credit card clients_x1,0.2497875,impute_mice,AdaBoost,0.7934914538114282
default of credit card clients_x1,0.2497875,impute_linear_regression,AdaBoost,0.7937701457138124
default of credit card clients_x1,0.2497875,impute_random_forest,AdaBoost,0.7923667217408674
default of credit card clients_x1,0.2497875,impute_cmeans,AdaBoost,0.7930700473570177
default of credit card clients_x1,0.2497875,impute_standard,SVC,0.4510655451435326
default of credit card clients_x1,0.2497875,impute_mean,SVC,0.4655396092712067
default of credit card clients_x1,0.2497875,impute_median,SVC,0.4644857461419925
default of credit card clients_x1,0.2497875,impute_random,SVC,0.4316067778915354
default of credit card clients_x1,0.2497875,impute_knn,SVC,0.4729178729524085
default of credit card clients_x1,0.2497875,impute_mice,SVC,0.4367126593678195
default of credit card clients_x1,0.2497875,impute_linear_regression,SVC,0.4314181302290296
default of credit card clients_x1,0.2497875,impute_random_forest,SVC,0.4404692493790005
default of credit card clients_x1,0.2497875,impute_cmeans,SVC,0.4531801112393049
default of credit card clients_x1,0.2000125,impute_standard,AdaBoost,0.7926420166969913
default of credit card clients_x1,0.2000125,impute_mean,AdaBoost,0.7927752796474898
default of credit card clients_x1,0.2000125,impute_median,AdaBoost,0.7932822571269007
default of credit card clients_x1,0.2000125,impute_random,AdaBoost,0.7921442053411519
default of credit card clients_x1,0.2000125,impute_knn,AdaBoost,0.7935331566474721
default of credit card clients_x1,0.2000125,impute_mice,AdaBoost,0.7935389505407056
default of credit card clients_x1,0.2000125,impute_linear_regression,AdaBoost,0.7933749369888141
default of credit card clients_x1,0.2000125,impute_random_forest,AdaBoost,0.7928422336572012
default of credit card clients_x1,0.2000125,impute_cmeans,AdaBoost,0.7925652697669497
default of credit card clients_x1,0.2000125,impute_standard,SVC,0.4311685285940563
default of credit card clients_x1,0.2000125,impute_mean,SVC,0.4125470423472112
default of credit card clients_x1,0.2000125,impute_median,SVC,0.4327460389803815
default of credit card clients_x1,0.2000125,impute_random,SVC,0.4324084378479172
default of credit card clients_x1,0.2000125,impute_knn,SVC,0.4321978434294836
default of credit card clients_x1,0.2000125,impute_mice,SVC,0.4537567455044571
default of credit card clients_x1,0.2000125,impute_linear_regression,SVC,0.4514655908988798
default of credit card clients_x1,0.2000125,impute_random_forest,SVC,0.441367016797381
default of credit card clients_x1,0.2000125,impute_cmeans,SVC,0.4229159044884917
default of credit card clients_x1,0.1488249999999999,impute_standard,SVC,0.4400198380042415
default of credit card clients_x1,0.1488249999999999,impute_mean,SVC,0.4656213286238007
default of credit card clients_x1,0.1488249999999999,impute_median,SVC,0.4499117216860727
default of credit card clients_x1,0.1488249999999999,impute_random,SVC,0.4787860869503128
default of credit card clients_x1,0.1488249999999999,impute_knn,SVC,0.4616179968233518
default of credit card clients_x1,0.1488249999999999,impute_mice,SVC,0.4889325940669689
default of credit card clients_x1,0.1488249999999999,impute_linear_regression,SVC,0.4914640751006278
default of credit card clients_x1,0.1488249999999999,impute_random_forest,SVC,0.4736555590583439
default of credit card clients_x1,0.1488249999999999,impute_cmeans,SVC,0.4464983481874158
default of credit card clients_x1,0.099675,impute_standard,SVC,0.4468084723204549
default of credit card clients_x1,0.099675,impute_mean,SVC,0.4390103862599868
default of credit card clients_x1,0.099675,impute_median,SVC,0.4359813624454824
default of credit card clients_x1,0.099675,impute_random,SVC,0.4812947417647675
default of credit card clients_x1,0.099675,impute_knn,SVC,0.5091798993547293
default of credit card clients_x1,0.099675,impute_mice,SVC,0.4555864964252802
default of credit card clients_x1,0.099675,impute_linear_regression,SVC,0.454547678386718
default of credit card clients_x1,0.099675,impute_random_forest,SVC,0.4797100444210997
default of credit card clients_x1,0.099675,impute_cmeans,SVC,0.4527530588643886
default of credit card clients_x1,0.0498124999999999,impute_standard,SVC,0.4164012079636475
default of credit card clients_x1,0.0498124999999999,impute_mean,SVC,0.4566709608863252
default of credit card clients_x1,0.0498124999999999,impute_median,SVC,0.4587187360204556
default of credit card clients_x1,0.0498124999999999,impute_random,SVC,0.4958784650595891
default of credit card clients_x1,0.0498124999999999,impute_knn,SVC,0.4875443733393308
default of credit card clients_x1,0.0498124999999999,impute_mice,SVC,0.5072611339654923
default of credit card clients_x1,0.0498124999999999,impute_linear_regression,SVC,0.507267573266309
default of credit card clients_x1,0.0498124999999999,impute_random_forest,SVC,0.5032016091931794
default of credit card clients_x1,0.0498124999999999,impute_cmeans,SVC,0.5022417799247706
default of credit card clients_x18,0.4997249999999999,impute_standard,KNN,0.7930945843053568
default of credit card clients_x18,0.4997249999999999,impute_mean,KNN,0.7932382534275333
default of credit card clients_x18,0.4997249999999999,impute_median,KNN,0.792318592523401
default of credit card clients_x18,0.4997249999999999,impute_random,KNN,0.7918749894252146
default of credit card clients_x18,0.4997249999999999,impute_knn,KNN,0.7932976607173997
default of credit card clients_x18,0.4997249999999999,impute_mice,KNN,0.7934651627423084
default of credit card clients_x18,0.4997249999999999,impute_linear_regression,KNN,0.7934357386977607
default of credit card clients_x18,0.4997249999999999,impute_random_forest,KNN,0.7922873036882779
default of credit card clients_x18,0.4997249999999999,impute_cmeans,KNN,0.7936726706921481
default of credit card clients_x18,0.4997249999999999,impute_standard,SVC,0.4250191322173775
default of credit card clients_x18,0.4997249999999999,impute_mean,SVC,0.453947233052805
default of credit card clients_x18,0.4997249999999999,impute_median,SVC,0.4525966726979441
default of credit card clients_x18,0.4997249999999999,impute_random,SVC,0.4712172397219173
default of credit card clients_x18,0.4997249999999999,impute_knn,SVC,0.4514178181537571
default of credit card clients_x18,0.4997249999999999,impute_mice,SVC,0.4619999911698037
default of credit card clients_x18,0.4997249999999999,impute_linear_regression,SVC,0.4415044494663105
default of credit card clients_x18,0.4997249999999999,impute_random_forest,SVC,0.4504771078337369
default of credit card clients_x18,0.4997249999999999,impute_cmeans,SVC,0.4691131636989602
default of credit card clients_x18,0.4481,impute_standard,AdaBoost,0.7921949059711604
default of credit card clients_x18,0.4481,impute_mean,AdaBoost,0.7931178663436467
default of credit card clients_x18,0.4481,impute_median,AdaBoost,0.7921150232599622
default of credit card clients_x18,0.4481,impute_random,AdaBoost,0.792650826684591
default of credit card clients_x18,0.4481,impute_knn,AdaBoost,0.7929617048150371
default of credit card clients_x18,0.4481,impute_mice,AdaBoost,0.7924207560844176
default of credit card clients_x18,0.4481,impute_linear_regression,AdaBoost,0.7926747347444343
default of credit card clients_x18,0.4481,impute_random_forest,AdaBoost,0.7930977283108251
default of credit card clients_x18,0.4481,impute_cmeans,AdaBoost,0.7922179354727672
default of credit card clients_x18,0.4481,impute_standard,SVC,0.4538080224416381
default of credit card clients_x18,0.4481,impute_mean,SVC,0.4675118759005122
default of credit card clients_x18,0.4481,impute_median,SVC,0.4764750130451374
default of credit card clients_x18,0.4481,impute_random,SVC,0.4836044218789175
default of credit card clients_x18,0.4481,impute_knn,SVC,0.4512159956163962
default of credit card clients_x18,0.4481,impute_mice,SVC,0.4616024380474509
default of credit card clients_x18,0.4481,impute_linear_regression,SVC,0.4627156509304271
default of credit card clients_x18,0.4481,impute_random_forest,SVC,0.4637140540806538
default of credit card clients_x18,0.4481,impute_cmeans,SVC,0.4890771456696942
default of credit card clients_x18,0.4001375,impute_standard,SVC,0.4662263350731637
default of credit card clients_x18,0.4001375,impute_mean,SVC,0.4858289739222559
default of credit card clients_x18,0.4001375,impute_median,SVC,0.4925024850865575
default of credit card clients_x18,0.4001375,impute_random,SVC,0.4832399328498025
default of credit card clients_x18,0.4001375,impute_knn,SVC,0.4793781948125085
default of credit card clients_x18,0.4001375,impute_mice,SVC,0.5071915107618584
default of credit card clients_x18,0.4001375,impute_linear_regression,SVC,0.5045054888302064
default of credit card clients_x18,0.4001375,impute_random_forest,SVC,0.472235712041662
default of credit card clients_x18,0.4001375,impute_cmeans,SVC,0.4943544455526241
default of credit card clients_x18,0.3504625,impute_standard,KNN,0.7928523790130462
default of credit card clients_x18,0.3504625,impute_mean,KNN,0.7933564940080668
default of credit card clients_x18,0.3504625,impute_median,KNN,0.7930196430708881
default of credit card clients_x18,0.3504625,impute_random,KNN,0.7923856930621936
default of credit card clients_x18,0.3504625,impute_knn,KNN,0.7930885372385974
default of credit card clients_x18,0.3504625,impute_mice,KNN,0.7935410411218882
default of credit card clients_x18,0.3504625,impute_linear_regression,KNN,0.7936959380289491
default of credit card clients_x18,0.3504625,impute_random_forest,KNN,0.7928747039199885
default of credit card clients_x18,0.3504625,impute_cmeans,KNN,0.793740090391648
default of credit card clients_x18,0.3504625,impute_standard,SVC,0.4167489584485366
default of credit card clients_x18,0.3504625,impute_mean,SVC,0.4653591120074271
default of credit card clients_x18,0.3504625,impute_median,SVC,0.4777337623954801
default of credit card clients_x18,0.3504625,impute_random,SVC,0.4603093413426198
default of credit card clients_x18,0.3504625,impute_knn,SVC,0.4537225105599171
default of credit card clients_x18,0.3504625,impute_mice,SVC,0.4749707331556076
default of credit card clients_x18,0.3504625,impute_linear_regression,SVC,0.4637578944120947
default of credit card clients_x18,0.3504625,impute_random_forest,SVC,0.4537281728875418
default of credit card clients_x18,0.3504625,impute_cmeans,SVC,0.432869577567101
default of credit card clients_x18,0.30035,impute_standard,SVC,0.4607091839671019
default of credit card clients_x18,0.30035,impute_mean,SVC,0.4703627950325691
default of credit card clients_x18,0.30035,impute_median,SVC,0.4512493710328307
default of credit card clients_x18,0.30035,impute_random,SVC,0.4920177756682413
default of credit card clients_x18,0.30035,impute_knn,SVC,0.4696287011521749
default of credit card clients_x18,0.30035,impute_mice,SVC,0.4592497974715824
default of credit card clients_x18,0.30035,impute_linear_regression,SVC,0.4575064406177539
default of credit card clients_x18,0.30035,impute_random_forest,SVC,0.4470151600011581
default of credit card clients_x18,0.30035,impute_cmeans,SVC,0.4798984467381933
default of credit card clients_x18,0.2486375,impute_standard,AdaBoost,0.7924925346650149
default of credit card clients_x18,0.2486375,impute_mean,AdaBoost,0.7927554631882079
default of credit card clients_x18,0.2486375,impute_median,AdaBoost,0.7934205216242256
default of credit card clients_x18,0.2486375,impute_random,AdaBoost,0.7925842674151572
default of credit card clients_x18,0.2486375,impute_knn,AdaBoost,0.793657901908656
default of credit card clients_x18,0.2486375,impute_mice,AdaBoost,0.7925810634926338
default of credit card clients_x18,0.2486375,impute_linear_regression,AdaBoost,0.7923198356328904
default of credit card clients_x18,0.2486375,impute_random_forest,AdaBoost,0.7935893401501749
default of credit card clients_x18,0.2486375,impute_cmeans,AdaBoost,0.7931295724136243
default of credit card clients_x18,0.2486375,impute_standard,SVC,0.4999126039348165
default of credit card clients_x18,0.2486375,impute_mean,SVC,0.481561465676488
default of credit card clients_x18,0.2486375,impute_median,SVC,0.4786874222740925
default of credit card clients_x18,0.2486375,impute_random,SVC,0.4783681901851166
default of credit card clients_x18,0.2486375,impute_knn,SVC,0.4911240160834757
default of credit card clients_x18,0.2486375,impute_mice,SVC,0.4837588567906893
default of credit card clients_x18,0.2486375,impute_linear_regression,SVC,0.4619031623481872
default of credit card clients_x18,0.2486375,impute_random_forest,SVC,0.4460537817130362
default of credit card clients_x18,0.2486375,impute_cmeans,SVC,0.461177453390576
default of credit card clients_x18,0.198225,impute_standard,AdaBoost,0.7929584348474785
default of credit card clients_x18,0.198225,impute_mean,AdaBoost,0.7923631419574676
default of credit card clients_x18,0.198225,impute_median,AdaBoost,0.7928145251405307
default of credit card clients_x18,0.198225,impute_random,AdaBoost,0.7922873748781085
default of credit card clients_x18,0.198225,impute_knn,AdaBoost,0.793384247497101
default of credit card clients_x18,0.198225,impute_mice,AdaBoost,0.7924448829739682
default of credit card clients_x18,0.198225,impute_linear_regression,AdaBoost,0.7924114173210772
default of credit card clients_x18,0.198225,impute_random_forest,AdaBoost,0.7936307471103626
default of credit card clients_x18,0.198225,impute_cmeans,AdaBoost,0.7923314187667472
default of credit card clients_x18,0.198225,impute_standard,SVC,0.4574274707474353
default of credit card clients_x18,0.198225,impute_mean,SVC,0.4733972488962542
default of credit card clients_x18,0.198225,impute_median,SVC,0.4691745259647054
default of credit card clients_x18,0.198225,impute_random,SVC,0.538155785497729
default of credit card clients_x18,0.198225,impute_knn,SVC,0.4644466761845299
default of credit card clients_x18,0.198225,impute_mice,SVC,0.4911362218872405
default of credit card clients_x18,0.198225,impute_linear_regression,SVC,0.4842430941766792
default of credit card clients_x18,0.198225,impute_random_forest,SVC,0.5064284336572544
default of credit card clients_x18,0.198225,impute_cmeans,SVC,0.4837399612076952
default of credit card clients_x18,0.1503125,impute_standard,SVC,0.4989596113575451
default of credit card clients_x18,0.1503125,impute_mean,SVC,0.4883902289281254
default of credit card clients_x18,0.1503125,impute_median,SVC,0.4972400283211904
default of credit card clients_x18,0.1503125,impute_random,SVC,0.4433319708605949
default of credit card clients_x18,0.1503125,impute_knn,SVC,0.487365173857408
default of credit card clients_x18,0.1503125,impute_mice,SVC,0.4765903380042904
default of credit card clients_x18,0.1503125,impute_linear_regression,SVC,0.4775734742335777
default of credit card clients_x18,0.1503125,impute_random_forest,SVC,0.4760305440161712
default of credit card clients_x18,0.1503125,impute_cmeans,SVC,0.4643657941555592
default of credit card clients_x18,0.1003125,impute_standard,SVC,0.4788765258010486
default of credit card clients_x18,0.1003125,impute_mean,SVC,0.4566758107161578
default of credit card clients_x18,0.1003125,impute_median,SVC,0.5096500115149539
default of credit card clients_x18,0.1003125,impute_random,SVC,0.5253071586074318
default of credit card clients_x18,0.1003125,impute_knn,SVC,0.5051138637308293
default of credit card clients_x18,0.1003125,impute_mice,SVC,0.508528494400455
default of credit card clients_x18,0.1003125,impute_linear_regression,SVC,0.4916942134163566
default of credit card clients_x18,0.1003125,impute_random_forest,SVC,0.4788567705109791
default of credit card clients_x18,0.1003125,impute_cmeans,SVC,0.4937565571193073
default of credit card clients_x18,0.0496,impute_standard,SVC,0.508085886990835
default of credit card clients_x18,0.0496,impute_mean,SVC,0.5136297254626021
default of credit card clients_x18,0.0496,impute_median,SVC,0.5007224413156167
default of credit card clients_x18,0.0496,impute_random,SVC,0.438055741548451
default of credit card clients_x18,0.0496,impute_knn,SVC,0.5144519108424909
default of credit card clients_x18,0.0496,impute_mice,SVC,0.4931392650888317
default of credit card clients_x18,0.0496,impute_linear_regression,SVC,0.4921428797205461
default of credit card clients_x18,0.0496,impute_random_forest,SVC,0.4742595408192099
default of credit card clients_x18,0.0496,impute_cmeans,SVC,0.5013822120724641
default of credit card clients_x19,0.5008625000000001,impute_standard,KNN,0.7927538688314115
default of credit card clients_x19,0.5008625000000001,impute_mean,KNN,0.7926514878346237
default of credit card clients_x19,0.5008625000000001,impute_median,KNN,0.7926601752113427
default of credit card clients_x19,0.5008625000000001,impute_random,KNN,0.7916902832139492
default of credit card clients_x19,0.5008625000000001,impute_knn,KNN,0.7928295734944835
default of credit card clients_x19,0.5008625000000001,impute_mice,KNN,0.7928545228430509
default of credit card clients_x19,0.5008625000000001,impute_linear_regression,KNN,0.7928165564337215
default of credit card clients_x19,0.5008625000000001,impute_random_forest,KNN,0.7923352250421618
default of credit card clients_x19,0.5008625000000001,impute_cmeans,KNN,0.7926723047308453
default of credit card clients_x19,0.5008625000000001,impute_standard,AdaBoost,0.7948112794537925
default of credit card clients_x19,0.5008625000000001,impute_mean,AdaBoost,0.7944752374971531
default of credit card clients_x19,0.5008625000000001,impute_median,AdaBoost,0.7943988747301612
default of credit card clients_x19,0.5008625000000001,impute_random,AdaBoost,0.7951247028698664
default of credit card clients_x19,0.5008625000000001,impute_knn,AdaBoost,0.7940230998306865
default of credit card clients_x19,0.5008625000000001,impute_mice,AdaBoost,0.7943794863190838
default of credit card clients_x19,0.5008625000000001,impute_linear_regression,AdaBoost,0.7946273372687116
default of credit card clients_x19,0.5008625000000001,impute_random_forest,AdaBoost,0.7943603566313284
default of credit card clients_x19,0.5008625000000001,impute_cmeans,AdaBoost,0.7941641592139145
default of credit card clients_x19,0.5008625000000001,impute_standard,SVC,0.4340798066885027
default of credit card clients_x19,0.5008625000000001,impute_mean,SVC,0.4425246207173369
default of credit card clients_x19,0.5008625000000001,impute_median,SVC,0.4563781179379039
default of credit card clients_x19,0.5008625000000001,impute_random,SVC,0.4651640675745497
default of credit card clients_x19,0.5008625000000001,impute_knn,SVC,0.4809471252251033
default of credit card clients_x19,0.5008625000000001,impute_mice,SVC,0.4401778916071855
default of credit card clients_x19,0.5008625000000001,impute_linear_regression,SVC,0.4338802957350776
default of credit card clients_x19,0.5008625000000001,impute_random_forest,SVC,0.4433812453066579
default of credit card clients_x19,0.5008625000000001,impute_cmeans,SVC,0.4644481035568397
default of credit card clients_x19,0.4494875,impute_standard,KNN,0.793452405112065
default of credit card clients_x19,0.4494875,impute_mean,KNN,0.7935059987362756
default of credit card clients_x19,0.4494875,impute_median,KNN,0.7926599108505544
default of credit card clients_x19,0.4494875,impute_random,KNN,0.7925026677887171
default of credit card clients_x19,0.4494875,impute_knn,KNN,0.7928172852559747
default of credit card clients_x19,0.4494875,impute_mice,KNN,0.7931927488620953
default of credit card clients_x19,0.4494875,impute_linear_regression,KNN,0.7931960306104445
default of credit card clients_x19,0.4494875,impute_random_forest,KNN,0.7920777374600434
default of credit card clients_x19,0.4494875,impute_cmeans,KNN,0.7932712021044352
default of credit card clients_x19,0.4494875,impute_standard,AdaBoost,0.7945445070593375
default of credit card clients_x19,0.4494875,impute_mean,AdaBoost,0.7947341559439898
default of credit card clients_x19,0.4494875,impute_median,AdaBoost,0.7947528132573184
default of credit card clients_x19,0.4494875,impute_random,AdaBoost,0.795124489528505
default of credit card clients_x19,0.4494875,impute_knn,AdaBoost,0.7938914272419677
default of credit card clients_x19,0.4494875,impute_mice,AdaBoost,0.7946671540938525
default of credit card clients_x19,0.4494875,impute_linear_regression,AdaBoost,0.7945733981245504
default of credit card clients_x19,0.4494875,impute_random_forest,AdaBoost,0.7939657959802149
default of credit card clients_x19,0.4494875,impute_cmeans,AdaBoost,0.7940029348476835
default of credit card clients_x19,0.4494875,impute_standard,SVC,0.4254627121144519
default of credit card clients_x19,0.4494875,impute_mean,SVC,0.4406006582477657
default of credit card clients_x19,0.4494875,impute_median,SVC,0.4773722318902517
default of credit card clients_x19,0.4494875,impute_random,SVC,0.4450113566693214
default of credit card clients_x19,0.4494875,impute_knn,SVC,0.4621118643915516
default of credit card clients_x19,0.4494875,impute_mice,SVC,0.4589996526616225
default of credit card clients_x19,0.4494875,impute_linear_regression,SVC,0.4641275584703474
default of credit card clients_x19,0.4494875,impute_random_forest,SVC,0.4513659194434193
default of credit card clients_x19,0.4494875,impute_cmeans,SVC,0.4381207250079429
default of credit card clients_x19,0.3996625,impute_standard,KNN,0.7931913471293125
default of credit card clients_x19,0.3996625,impute_mean,KNN,0.7926280973015789
default of credit card clients_x19,0.3996625,impute_median,KNN,0.792891600367566
default of credit card clients_x19,0.3996625,impute_random,KNN,0.7920327639133274
default of credit card clients_x19,0.3996625,impute_knn,KNN,0.7929446372291677
default of credit card clients_x19,0.3996625,impute_mice,KNN,0.7928355741436418
default of credit card clients_x19,0.3996625,impute_linear_regression,KNN,0.7928471628237928
default of credit card clients_x19,0.3996625,impute_random_forest,KNN,0.7927324067358787
default of credit card clients_x19,0.3996625,impute_cmeans,KNN,0.7926120625403303
default of credit card clients_x19,0.3996625,impute_standard,AdaBoost,0.794918754360793
default of credit card clients_x19,0.3996625,impute_mean,AdaBoost,0.7944340001545137
default of credit card clients_x19,0.3996625,impute_median,AdaBoost,0.7944893961143832
default of credit card clients_x19,0.3996625,impute_random,AdaBoost,0.794885170989877
default of credit card clients_x19,0.3996625,impute_knn,AdaBoost,0.7941061197856536
default of credit card clients_x19,0.3996625,impute_mice,AdaBoost,0.7941963397208301
default of credit card clients_x19,0.3996625,impute_linear_regression,AdaBoost,0.7940271317336453
default of credit card clients_x19,0.3996625,impute_random_forest,AdaBoost,0.7938840724116354
default of credit card clients_x19,0.3996625,impute_cmeans,AdaBoost,0.794154358256774
default of credit card clients_x19,0.3996625,impute_standard,SVC,0.4875106128155947
default of credit card clients_x19,0.3996625,impute_mean,SVC,0.4395962521470811
default of credit card clients_x19,0.3996625,impute_median,SVC,0.4543460177448274
default of credit card clients_x19,0.3996625,impute_random,SVC,0.479875690490028
default of credit card clients_x19,0.3996625,impute_knn,SVC,0.4520243290025565
default of credit card clients_x19,0.3996625,impute_mice,SVC,0.4210402810338371
default of credit card clients_x19,0.3996625,impute_linear_regression,SVC,0.4241677864085869
default of credit card clients_x19,0.3996625,impute_random_forest,SVC,0.4476472268431328
default of credit card clients_x19,0.3996625,impute_cmeans,SVC,0.4663864500143305
default of credit card clients_x19,0.349975,impute_standard,AdaBoost,0.7943548268530614
default of credit card clients_x19,0.349975,impute_mean,AdaBoost,0.7951452716870004
default of credit card clients_x19,0.349975,impute_median,AdaBoost,0.7954298216581653
default of credit card clients_x19,0.349975,impute_random,AdaBoost,0.7947830220906955
default of credit card clients_x19,0.349975,impute_knn,AdaBoost,0.7940573606022274
default of credit card clients_x19,0.349975,impute_mice,AdaBoost,0.7939644226922091
default of credit card clients_x19,0.349975,impute_linear_regression,AdaBoost,0.7942599603313714
default of credit card clients_x19,0.349975,impute_random_forest,AdaBoost,0.7939786956006071
default of credit card clients_x19,0.349975,impute_cmeans,AdaBoost,0.7936861119107365
default of credit card clients_x19,0.349975,impute_standard,SVC,0.4915997005178293
default of credit card clients_x19,0.349975,impute_mean,SVC,0.4683385424841676
default of credit card clients_x19,0.349975,impute_median,SVC,0.4663078600088682
default of credit card clients_x19,0.349975,impute_random,SVC,0.4735918205007063
default of credit card clients_x19,0.349975,impute_knn,SVC,0.4570696516651175
